Time,Human Count,Social Distance violate,Restricted Entry,Abnormal Activity 
2025-11-06 15:42:52.747121,1,0,0,0
2025-11-06 15:42:52.839874,1,0,0,0
2025-11-06 15:42:52.924742,1,0,0,0
2025-11-06 15:42:53.042187,1,0,0,0
2025-11-06 15:42:53.150627,1,0,0,0
2025-11-06 15:42:53.247835,1,0,0,0
2025-11-06 15:42:53.340258,1,0,0,0
2025-11-06 15:42:53.439936,1,0,0,0
2025-11-06 15:42:53.530468,1,0,0,0
2025-11-06 15:42:53.616743,1,0,0,0
2025-11-06 15:42:53.698753,1,0,0,0
2025-11-06 15:42:53.779642,1,0,0,0
2025-11-06 15:42:53.871682,1,0,0,0
2025-11-06 15:42:53.976664,1,0,0,0
2025-11-06 15:42:54.087600,1,0,0,0
2025-11-06 15:42:54.180843,1,0,0,0
2025-11-06 15:42:54.268873,1,0,0,0
2025-11-06 15:42:54.357009,1,0,0,0
2025-11-06 15:42:54.459055,1,0,0,0
2025-11-06 15:42:54.554970,0,0,0,0
2025-11-06 15:42:54.633494,0,0,0,0
2025-11-06 15:42:54.700971,0,0,0,0
2025-11-06 15:42:54.767238,0,0,0,0
2025-11-06 15:42:54.833522,0,0,0,0
2025-11-06 15:42:54.901580,0,0,0,0
2025-11-06 15:42:54.972255,0,0,0,0
2025-11-06 15:42:55.038379,0,0,0,0
2025-11-06 15:42:55.104568,0,0,0,0
2025-11-06 15:42:55.178652,1,0,0,0
2025-11-06 15:42:55.262441,1,0,0,0
2025-11-06 15:42:55.345999,0,0,0,0
2025-11-06 15:42:55.431380,1,0,0,0
2025-11-06 15:42:55.522697,1,0,0,0
2025-11-06 15:42:55.636436,0,0,0,0
2025-11-06 15:42:55.718117,0,0,0,0
2025-11-06 15:42:55.792822,0,0,0,0
2025-11-06 15:42:55.868940,0,0,0,0
2025-11-06 15:42:55.937811,0,0,0,0
2025-11-06 15:42:56.008989,0,0,0,0
2025-11-06 15:42:56.090122,0,0,0,0
2025-11-06 15:42:56.162113,0,0,0,0
2025-11-06 15:42:56.250230,0,0,0,0
2025-11-06 15:42:56.323752,0,0,0,0
2025-11-06 15:42:56.394046,0,0,0,0
2025-11-06 15:42:56.464010,0,0,0,0
2025-11-06 15:42:56.533277,0,0,0,0
2025-11-06 15:42:56.606850,0,0,0,0
2025-11-06 15:42:56.675522,0,0,0,0
2025-11-06 15:42:56.748686,0,0,0,0
2025-11-06 15:42:56.825948,0,0,0,0
2025-11-06 15:42:56.901551,0,0,0,0
2025-11-06 15:42:56.981517,0,0,0,0
2025-11-06 15:42:57.060978,0,0,0,0
2025-11-06 15:42:57.147948,0,0,0,0
2025-11-06 15:42:57.336192,0,0,0,0
2025-11-06 15:42:57.427429,0,0,0,0
2025-11-06 15:42:57.521232,0,0,0,0
2025-11-06 15:42:57.629011,0,0,0,0
2025-11-06 15:42:57.719366,0,0,0,0
2025-11-06 15:42:57.821896,0,0,0,0
2025-11-06 15:42:57.907746,0,0,0,0
2025-11-06 15:42:57.992574,0,0,0,0
2025-11-06 15:42:58.074282,0,0,0,0
2025-11-06 15:42:58.158985,0,0,0,0
2025-11-06 15:42:58.260459,0,0,0,0
2025-11-06 15:42:58.358795,0,0,0,0
2025-11-06 15:42:58.442945,0,0,0,0
2025-11-06 15:42:58.524230,0,0,0,0
2025-11-06 15:42:58.609376,0,0,0,0
2025-11-06 15:42:58.693032,0,0,0,0
2025-11-06 15:42:58.777495,0,0,0,0
2025-11-06 15:42:58.860920,0,0,0,0
2025-11-06 15:42:58.942837,0,0,0,0
2025-11-06 15:42:59.025460,0,0,0,0
2025-11-06 15:42:59.113347,0,0,0,0
2025-11-06 15:42:59.189595,0,0,0,0
2025-11-06 15:42:59.282398,0,0,0,0
2025-11-06 15:42:59.377307,0,0,0,0
2025-11-06 15:42:59.449382,0,0,0,0
2025-11-06 15:42:59.519198,0,0,0,0
2025-11-06 15:42:59.591572,0,0,0,0
2025-11-06 15:42:59.669157,0,0,0,0
2025-11-06 15:42:59.742538,0,0,0,0
2025-11-06 15:42:59.820065,0,0,0,0
2025-11-06 15:42:59.910016,0,0,0,0
2025-11-06 15:42:59.978733,0,0,0,0
2025-11-06 15:43:00.062538,0,0,0,0
2025-11-06 15:43:00.149016,0,0,0,0
2025-11-06 15:43:00.226711,0,0,0,0
2025-11-06 15:43:00.319477,0,0,0,0
2025-11-06 15:43:00.403493,0,0,0,0
2025-11-06 15:43:00.478675,0,0,0,0
2025-11-06 15:43:00.552340,0,0,0,0
2025-11-06 15:43:00.643700,0,0,0,0
2025-11-06 15:43:00.739597,1,0,0,0
2025-11-06 15:43:00.842255,1,0,0,0
2025-11-06 15:43:00.934216,1,0,0,0
2025-11-06 15:43:01.029546,0,0,0,0
2025-11-06 15:43:01.098776,0,0,0,0
2025-11-06 15:43:01.175680,1,0,0,0
2025-11-06 15:43:01.263909,0,0,0,0
2025-11-06 15:43:01.348777,1,0,0,0
2025-11-06 15:43:01.441350,0,0,0,0
2025-11-06 15:43:01.510904,0,0,0,0
2025-11-06 15:43:01.583468,0,0,0,0
2025-11-06 15:43:01.655277,0,0,0,0
2025-11-06 15:43:01.729176,0,0,0,0
2025-11-06 15:43:01.801839,0,0,0,0
2025-11-06 15:43:01.877116,0,0,0,0
2025-11-06 15:43:01.956508,0,0,0,0
2025-11-06 15:43:02.030848,0,0,0,0
2025-11-06 15:43:02.100639,0,0,0,0
2025-11-06 15:43:02.170067,0,0,0,0
2025-11-06 15:43:02.245867,0,0,0,0
2025-11-06 15:43:02.340295,0,0,0,0
2025-11-06 15:43:02.424448,0,0,0,0
2025-11-06 15:43:02.501882,0,0,0,0
2025-11-06 15:43:02.580853,0,0,0,0
2025-11-06 15:43:02.662181,0,0,0,0
2025-11-06 15:43:02.739201,0,0,0,0
2025-11-06 15:43:02.832719,0,0,0,0
2025-11-06 15:43:02.933161,0,0,0,0
2025-11-06 15:43:03.003073,0,0,0,0
2025-11-06 15:43:03.070831,0,0,0,0
2025-11-06 15:43:03.140991,0,0,0,0
2025-11-06 15:43:03.218914,0,0,0,0
2025-11-06 15:43:03.292153,0,0,0,0
2025-11-06 15:43:03.364640,0,0,0,0
2025-11-06 15:43:03.439949,0,0,0,0
2025-11-06 15:43:03.510537,0,0,0,0
2025-11-06 15:43:03.581116,0,0,0,0
2025-11-06 15:43:03.652711,0,0,0,0
2025-11-06 15:43:03.731274,0,0,0,0
2025-11-06 15:43:03.800256,0,0,0,0
2025-11-06 15:43:03.872545,0,0,0,0
2025-11-06 15:43:03.944152,0,0,0,0
2025-11-06 15:43:04.015329,0,0,0,0
2025-11-06 15:43:04.090320,0,0,0,0
2025-11-06 15:43:04.162918,0,0,0,0
2025-11-06 15:43:04.235385,0,0,0,0
2025-11-06 15:43:04.308470,0,0,0,0
2025-11-06 15:43:04.383896,0,0,0,0
2025-11-06 15:43:04.459700,0,0,0,0
2025-11-06 15:43:04.539111,0,0,0,0
2025-11-06 15:43:04.620871,0,0,0,0
2025-11-06 15:43:04.702667,0,0,0,0
2025-11-06 15:43:04.786727,0,0,0,0
2025-11-06 15:43:04.873496,0,0,0,0
2025-11-06 15:43:04.945916,0,0,0,0
2025-11-06 15:43:05.017642,0,0,0,0
2025-11-06 15:43:05.088625,0,0,0,0
2025-11-06 15:43:05.158891,0,0,0,0
2025-11-06 15:43:05.232014,0,0,0,0
2025-11-06 15:43:05.303332,0,0,0,0
2025-11-06 15:43:05.373765,0,0,0,0
2025-11-06 15:43:05.461466,0,0,0,0
2025-11-06 15:43:05.537604,0,0,0,0
2025-11-06 15:43:05.611526,0,0,0,0
2025-11-06 15:43:05.685526,0,0,0,0
2025-11-06 15:43:05.761627,0,0,0,0
2025-11-06 15:43:05.837174,0,0,0,0
2025-11-06 15:43:05.913075,0,0,0,0
2025-11-06 15:43:05.983444,0,0,0,0
2025-11-06 15:43:06.052339,0,0,0,0
2025-11-06 15:43:06.124218,0,0,0,0
2025-11-06 15:43:06.193604,0,0,0,0
2025-11-06 15:43:06.263610,0,0,0,0
2025-11-06 15:43:06.336423,0,0,0,0
2025-11-06 15:43:06.417003,0,0,0,0
2025-11-06 15:43:06.492016,0,0,0,0
2025-11-06 15:43:06.567285,0,0,0,0
2025-11-06 15:43:06.642438,0,0,0,0
2025-11-06 15:43:06.714895,0,0,0,0
2025-11-06 15:43:06.805007,0,0,0,0
2025-11-06 15:43:06.896223,0,0,0,0
2025-11-06 15:43:06.972756,0,0,0,0
2025-11-06 15:43:07.054462,0,0,0,0
2025-11-06 15:43:07.128578,0,0,0,0
2025-11-06 15:43:07.196439,0,0,0,0
2025-11-06 15:43:07.265082,0,0,0,0
2025-11-06 15:43:07.333662,0,0,0,0
2025-11-06 15:43:07.403334,0,0,0,0
2025-11-06 15:43:07.483192,0,0,0,0
2025-11-06 15:43:07.554486,0,0,0,0
2025-11-06 15:43:07.620578,0,0,0,0
2025-11-06 15:43:07.689981,0,0,0,0
2025-11-06 15:43:07.756564,0,0,0,0
2025-11-06 15:43:07.833059,0,0,0,0
2025-11-06 15:43:07.898976,0,0,0,0
2025-11-06 15:43:07.936768,0,0,0,0
2025-11-06 15:43:07.978260,0,0,0,0
2025-11-06 15:43:08.015470,0,0,0,0
2025-11-06 15:43:08.053035,0,0,0,0
2025-11-06 15:43:08.093773,0,0,0,0
2025-11-06 15:43:08.133503,0,0,0,0
2025-11-06 15:43:08.173588,0,0,0,0
2025-11-06 15:43:08.211162,0,0,0,0
2025-11-06 15:43:08.250482,0,0,0,0
2025-11-06 15:43:08.288051,0,0,0,0
2025-11-06 15:43:08.327973,0,0,0,0
2025-11-06 15:43:08.366372,0,0,0,0
2025-11-06 15:43:08.406397,0,0,0,0
2025-11-06 15:43:08.448016,0,0,0,0
2025-11-06 15:43:08.488185,0,0,0,0
2025-11-06 15:43:08.525941,0,0,0,0
2025-11-06 15:43:08.566325,0,0,0,0
2025-11-06 15:43:08.605002,0,0,0,0
2025-11-06 15:43:08.646953,0,0,0,0
2025-11-06 15:43:08.689838,0,0,0,0
2025-11-06 15:43:08.726661,0,0,0,0
2025-11-06 15:43:08.770138,0,0,0,0
2025-11-06 15:43:08.809946,0,0,0,0
2025-11-06 15:43:08.848546,0,0,0,0
2025-11-06 15:43:08.886781,0,0,0,0
2025-11-06 15:43:08.926034,0,0,0,0
2025-11-06 15:43:08.968588,0,0,0,0
2025-11-06 15:43:09.020545,0,0,0,0
2025-11-06 15:43:09.062085,0,0,0,0
2025-11-06 15:43:09.101986,0,0,0,0
2025-11-06 15:43:09.141754,0,0,0,0
2025-11-06 15:43:09.182298,0,0,0,0
2025-11-06 15:43:09.226657,0,0,0,0
2025-11-06 15:43:09.264735,0,0,0,0
2025-11-06 15:43:09.306156,0,0,0,0
2025-11-06 15:43:09.349271,0,0,0,0
2025-11-06 15:43:09.387416,0,0,0,0
2025-11-06 15:43:09.427116,0,0,0,0
2025-11-06 15:43:09.467409,0,0,0,0
2025-11-06 15:43:09.508476,0,0,0,0
2025-11-06 15:43:09.551743,0,0,0,0
2025-11-06 15:43:09.592708,0,0,0,0
2025-11-06 15:43:09.629264,0,0,0,0
2025-11-06 15:43:09.669067,0,0,0,0
2025-11-06 15:43:09.707335,0,0,0,0
2025-11-06 15:43:09.744133,0,0,0,0
2025-11-06 15:43:09.787953,0,0,0,0
2025-11-06 15:43:09.826757,0,0,0,0
2025-11-06 15:43:09.866770,0,0,0,0
2025-11-06 15:43:09.907254,0,0,0,0
2025-11-06 15:43:09.948084,0,0,0,0
2025-11-06 15:43:09.988697,0,0,0,0
2025-11-06 15:43:10.040996,0,0,0,0
2025-11-06 15:43:10.092289,0,0,0,0
2025-11-06 15:43:10.133531,0,0,0,0
2025-11-06 15:43:10.172851,0,0,0,0
2025-11-06 15:43:10.209861,0,0,0,0
2025-11-06 15:43:10.246109,0,0,0,0
2025-11-06 15:43:10.283844,0,0,0,0
2025-11-06 15:43:10.331143,0,0,0,0
2025-11-06 15:43:10.369216,0,0,0,0
2025-11-06 15:43:10.408798,0,0,0,0
2025-11-06 15:43:10.446101,0,0,0,0
2025-11-06 15:43:10.487690,0,0,0,0
2025-11-06 15:43:10.530222,0,0,0,0
2025-11-06 15:43:10.571916,0,0,0,0
2025-11-06 15:43:10.610872,0,0,0,0
2025-11-06 15:43:10.652453,0,0,0,0
2025-11-06 15:43:10.693411,0,0,0,0
2025-11-06 15:43:10.735693,0,0,0,0
2025-11-06 15:43:10.774163,0,0,0,0
2025-11-06 15:43:10.816202,0,0,0,0
2025-11-06 15:43:10.858949,0,0,0,0
2025-11-06 15:43:10.898153,0,0,0,0
2025-11-06 15:43:10.940396,0,0,0,0
2025-11-06 15:43:10.981576,0,0,0,0
2025-11-06 15:43:11.022586,0,0,0,0
2025-11-06 15:43:11.061110,0,0,0,0
2025-11-06 15:43:11.101474,0,0,0,0
2025-11-06 15:43:11.142659,0,0,0,0
2025-11-06 15:43:11.184616,0,0,0,0
2025-11-06 15:43:11.225646,0,0,0,0
2025-11-06 15:43:11.261855,0,0,0,0
2025-11-06 15:43:11.302013,0,0,0,0
2025-11-06 15:43:11.343077,0,0,0,0
2025-11-06 15:43:11.387652,0,0,0,0
2025-11-06 15:43:11.427969,0,0,0,0
2025-11-06 15:43:11.469204,0,0,0,0
2025-11-06 15:43:11.509960,0,0,0,0
2025-11-06 15:43:11.550097,0,0,0,0
2025-11-06 15:43:11.591353,0,0,0,0
2025-11-06 15:43:11.630878,0,0,0,0
2025-11-06 15:43:11.672858,0,0,0,0
2025-11-06 15:43:11.724795,0,0,0,0
2025-11-06 15:43:11.777348,0,0,0,0
2025-11-06 15:43:11.817651,0,0,0,0
2025-11-06 15:43:11.853631,0,0,0,0
2025-11-06 15:43:11.893272,0,0,0,0
2025-11-06 15:43:11.933938,0,0,0,0
2025-11-06 15:43:11.978102,0,0,0,0
2025-11-06 15:43:12.018491,0,0,0,0
2025-11-06 15:43:12.058556,0,0,0,0
2025-11-06 15:43:12.096906,0,0,0,0
2025-11-06 15:43:12.136786,0,0,0,0
2025-11-06 15:43:12.179160,0,0,0,0
2025-11-06 15:43:12.219512,0,0,0,0
2025-11-06 15:43:12.259148,0,0,0,0
2025-11-06 15:43:12.300253,0,0,0,0
2025-11-06 15:43:12.341527,0,0,0,0
2025-11-06 15:43:12.380413,0,0,0,0
2025-11-06 15:43:12.421598,0,0,0,0
2025-11-06 15:43:12.462201,0,0,0,0
2025-11-06 15:43:12.511000,0,0,0,0
2025-11-06 15:43:12.550379,0,0,0,0
2025-11-06 15:43:12.590723,0,0,0,0
2025-11-06 15:43:12.631509,0,0,0,0
2025-11-06 15:43:12.672261,0,0,0,0
2025-11-06 15:43:12.723436,0,0,0,0
2025-11-06 15:43:12.763004,0,0,0,0
2025-11-06 15:43:12.806695,0,0,0,0
2025-11-06 15:43:12.844805,0,0,0,0
2025-11-06 15:43:12.885827,0,0,0,0
2025-11-06 15:43:12.926754,0,0,0,0
2025-11-06 15:43:12.968792,0,0,0,0
2025-11-06 15:43:13.005922,0,0,0,0
2025-11-06 15:43:13.047093,0,0,0,0
2025-11-06 15:43:13.084683,0,0,0,0
2025-11-06 15:43:13.134741,0,0,0,0
2025-11-06 15:43:13.174730,0,0,0,0
2025-11-06 15:43:13.223398,0,0,0,0
2025-11-06 15:43:13.261082,0,0,0,0
2025-11-06 15:43:13.312929,0,0,0,0
2025-11-06 15:43:13.362422,1,0,0,0
2025-11-06 15:43:13.411860,0,0,0,0
2025-11-06 15:43:13.453076,0,0,0,0
2025-11-06 15:43:13.492389,0,0,0,0
2025-11-06 15:43:13.528904,0,0,0,0
2025-11-06 15:43:13.573401,0,0,0,0
2025-11-06 15:43:13.614874,0,0,0,0
2025-11-06 15:43:13.656567,0,0,0,0
2025-11-06 15:43:13.698766,0,0,0,0
2025-11-06 15:43:13.739748,0,0,0,0
2025-11-06 15:43:13.780221,0,0,0,0
2025-11-06 15:43:13.822071,0,0,0,0
2025-11-06 15:43:13.862522,0,0,0,0
2025-11-06 15:43:13.904647,0,0,0,0
2025-11-06 15:43:13.946871,0,0,0,0
2025-11-06 15:43:13.989036,0,0,0,0
2025-11-06 15:43:14.028869,0,0,0,0
2025-11-06 15:43:14.068818,0,0,0,0
2025-11-06 15:43:14.108608,0,0,0,0
2025-11-06 15:43:14.144925,0,0,0,0
2025-11-06 15:43:14.185912,0,0,0,0
2025-11-06 15:43:14.226402,0,0,0,0
2025-11-06 15:43:14.263008,0,0,0,0
2025-11-06 15:43:14.302002,0,0,0,0
2025-11-06 15:43:14.339927,0,0,0,0
2025-11-06 15:43:14.376682,0,0,0,0
2025-11-06 15:43:14.413305,0,0,0,0
2025-11-06 15:43:14.455861,0,0,0,0
2025-11-06 15:43:14.495417,0,0,0,0
2025-11-06 15:43:14.531937,0,0,0,0
2025-11-06 15:43:14.568937,0,0,0,0
2025-11-06 15:43:14.605489,0,0,0,0
2025-11-06 15:43:14.647059,0,0,0,0
2025-11-06 15:43:14.685234,0,0,0,0
2025-11-06 15:43:14.722905,0,0,0,0
2025-11-06 15:43:14.760401,0,0,0,0
2025-11-06 15:43:14.802160,0,0,0,0
2025-11-06 15:43:14.838747,0,0,0,0
2025-11-06 15:43:14.877067,0,0,0,0
2025-11-06 15:43:14.912649,0,0,0,0
2025-11-06 15:43:14.952477,0,0,0,0
2025-11-06 15:43:14.991969,0,0,0,0
2025-11-06 15:43:15.030498,0,0,0,0
2025-11-06 15:43:15.072137,0,0,0,0
2025-11-06 15:43:15.112356,0,0,0,0
2025-11-06 15:43:15.155524,0,0,0,0
2025-11-06 15:43:15.193637,0,0,0,0
2025-11-06 15:43:15.231982,0,0,0,0
2025-11-06 15:43:15.269655,0,0,0,0
2025-11-06 15:43:15.310597,0,0,0,0
2025-11-06 15:43:15.350756,0,0,0,0
2025-11-06 15:43:15.396161,0,0,0,0
2025-11-06 15:43:15.433454,0,0,0,0
2025-11-06 15:43:15.473269,0,0,0,0
2025-11-06 15:43:15.510900,0,0,0,0
2025-11-06 15:43:15.548250,0,0,0,0
2025-11-06 15:43:15.596963,0,0,0,0
2025-11-06 15:43:15.637426,0,0,0,0
2025-11-06 15:43:15.679033,0,0,0,0
2025-11-06 15:43:15.728252,0,0,0,0
2025-11-06 15:43:15.766251,0,0,0,0
2025-11-06 15:43:15.811753,0,0,0,0
2025-11-06 15:43:15.850672,0,0,0,0
2025-11-06 15:43:15.902997,0,0,0,0
2025-11-06 15:43:15.962098,1,0,0,0
2025-11-06 15:43:16.013264,1,0,0,0
2025-11-06 15:43:16.061450,1,0,0,0
2025-11-06 15:43:16.111757,0,0,0,0
2025-11-06 15:43:16.155846,1,0,0,0
2025-11-06 15:43:16.207419,0,0,0,0
2025-11-06 15:43:16.245925,0,0,0,0
2025-11-06 15:43:16.285989,0,0,0,0
2025-11-06 15:43:16.328791,0,0,0,0
2025-11-06 15:43:16.368268,0,0,0,0
2025-11-06 15:43:16.409246,0,0,0,0
2025-11-06 15:43:16.448318,0,0,0,0
2025-11-06 15:43:16.499104,0,0,0,0
2025-11-06 15:43:16.550778,0,0,0,0
2025-11-06 15:43:16.591825,0,0,0,0
2025-11-06 15:43:16.635393,0,0,0,0
2025-11-06 15:43:16.676353,0,0,0,0
2025-11-06 15:43:16.718137,0,0,0,0
2025-11-06 15:43:16.756794,0,0,0,0
2025-11-06 15:43:16.796171,0,0,0,0
2025-11-06 15:43:16.834423,0,0,0,0
2025-11-06 15:43:16.874093,0,0,0,0
2025-11-06 15:43:16.917828,0,0,0,0
2025-11-06 15:43:16.958871,0,0,0,0
2025-11-06 15:43:17.000987,0,0,0,0
2025-11-06 15:43:17.043484,0,0,0,0
2025-11-06 15:43:17.085870,0,0,0,0
2025-11-06 15:43:17.123770,0,0,0,0
2025-11-06 15:43:17.161266,0,0,0,0
2025-11-06 15:43:17.201375,0,0,0,0
2025-11-06 15:43:17.251642,0,0,0,0
2025-11-06 15:43:17.302945,0,0,0,0
2025-11-06 15:43:17.341054,0,0,0,0
2025-11-06 15:43:17.379839,0,0,0,0
2025-11-06 15:43:17.420846,0,0,0,0
2025-11-06 15:43:17.461979,0,0,0,0
2025-11-06 15:43:17.500800,0,0,0,0
2025-11-06 15:43:17.550815,0,0,0,0
2025-11-06 15:43:17.600088,0,0,0,0
2025-11-06 15:43:17.640679,0,0,0,0
2025-11-06 15:43:17.680438,0,0,0,0
2025-11-06 15:43:17.725754,0,0,0,0
2025-11-06 15:43:17.784473,0,0,0,0
2025-11-06 15:43:17.842710,1,0,0,0
2025-11-06 15:43:17.937913,1,0,0,0
2025-11-06 15:43:18.039282,1,0,0,0
2025-11-06 15:43:18.137725,1,0,0,0
2025-11-06 15:43:18.244664,0,0,0,0
2025-11-06 15:43:18.323234,1,0,0,0
2025-11-06 15:43:18.421031,0,0,0,0
2025-11-06 15:43:18.505830,0,0,0,0
2025-11-06 15:43:18.580038,0,0,0,0
2025-11-06 15:43:18.654388,1,0,0,0
2025-11-06 15:43:18.758016,1,0,0,0
2025-11-06 15:43:18.852374,1,0,0,0
2025-11-06 15:43:18.942332,1,0,0,0
2025-11-06 15:43:19.036572,1,0,0,0
2025-11-06 15:43:19.129098,1,0,0,0
2025-11-06 15:43:19.225144,1,0,0,0
2025-11-06 15:43:19.315007,0,0,0,0
2025-11-06 15:43:19.383674,1,0,0,0
2025-11-06 15:43:19.470825,0,0,0,0
2025-11-06 15:43:19.544365,1,0,0,0
2025-11-06 15:43:19.632187,1,0,0,0
2025-11-06 15:43:19.725736,1,0,0,0
2025-11-06 15:43:19.818838,0,0,0,0
2025-11-06 15:43:19.895441,0,0,0,0
2025-11-06 15:43:19.971914,0,0,0,0
2025-11-06 15:43:20.050056,1,0,0,0
2025-11-06 15:43:20.139133,0,0,0,0
2025-11-06 15:43:20.211781,0,0,0,0
2025-11-06 15:43:20.282957,0,0,0,0
2025-11-06 15:43:20.356529,0,0,0,0
2025-11-06 15:43:20.439955,0,0,0,0
2025-11-06 15:43:20.519622,0,0,0,0
2025-11-06 15:43:20.596095,0,0,0,0
2025-11-06 15:43:20.673408,0,0,0,0
2025-11-06 15:43:20.756110,0,0,0,0
2025-11-06 15:43:20.854727,1,0,0,0
2025-11-06 15:43:20.957954,0,0,0,0
2025-11-06 15:43:21.045421,1,0,0,0
2025-11-06 15:43:21.143435,1,0,0,0
2025-11-06 15:43:21.234921,2,0,0,0
2025-11-06 15:43:21.336571,2,0,0,0
2025-11-06 15:43:21.449922,2,0,0,0
2025-11-06 15:43:21.558161,2,0,0,0
2025-11-06 15:43:21.645048,2,0,0,0
2025-11-06 15:43:21.733860,2,0,0,0
2025-11-06 15:43:21.852900,2,0,0,0
2025-11-06 15:43:21.939495,2,0,0,0
2025-11-06 15:43:22.032035,2,0,0,0
2025-11-06 15:43:22.123937,2,0,0,0
2025-11-06 15:43:22.208214,2,0,0,0
2025-11-06 15:43:22.299514,1,0,0,0
2025-11-06 15:43:22.386387,1,0,0,0
2025-11-06 15:43:22.478092,1,0,0,0
2025-11-06 15:43:22.565851,1,0,0,0
2025-11-06 15:43:22.664642,1,0,0,0
2025-11-06 15:43:22.768503,1,0,0,0
2025-11-06 15:43:22.873627,1,0,0,0
2025-11-06 15:43:22.974588,1,0,0,0
2025-11-06 15:43:23.073185,1,0,0,0
2025-11-06 15:43:23.167454,0,0,0,0
2025-11-06 15:43:23.240355,1,0,0,0
2025-11-06 15:43:23.325173,1,0,0,0
2025-11-06 15:43:23.411409,1,0,0,0
2025-11-06 15:43:23.497005,0,0,0,0
2025-11-06 15:43:23.570160,0,0,0,0
2025-11-06 15:43:23.641866,1,0,0,0
2025-11-06 15:43:23.729795,1,0,0,0
2025-11-06 15:43:23.823025,0,0,0,0
2025-11-06 15:43:23.898117,0,0,0,0
2025-11-06 15:43:23.970729,1,0,0,0
2025-11-06 15:43:24.068098,1,0,0,0
2025-11-06 15:43:24.166586,1,0,0,0
2025-11-06 15:43:24.257444,0,0,0,0
2025-11-06 15:43:24.329885,0,0,0,0
2025-11-06 15:43:24.400435,0,0,0,0
2025-11-06 15:43:24.470062,1,0,0,0
2025-11-06 15:43:24.554438,1,0,0,0
2025-11-06 15:43:24.645304,1,0,0,0
2025-11-06 15:43:24.734549,1,0,0,0
2025-11-06 15:43:24.836099,1,0,0,0
2025-11-06 15:43:24.941087,1,0,0,0
2025-11-06 15:43:25.043938,1,0,0,0
2025-11-06 15:43:25.137637,1,0,0,0
2025-11-06 15:43:25.232559,1,0,0,0
2025-11-06 15:43:25.323997,1,0,0,0
2025-11-06 15:43:25.409372,1,0,0,0
2025-11-06 15:43:25.501293,1,0,0,0
2025-11-06 15:43:25.591846,1,0,0,0
2025-11-06 15:43:25.684047,1,0,0,0
2025-11-06 15:43:25.773885,1,0,0,0
2025-11-06 15:43:25.866159,1,0,0,0
2025-11-06 15:43:25.957973,1,0,0,0
2025-11-06 15:43:26.051741,1,0,0,0
2025-11-06 15:43:26.140921,1,0,0,0
2025-11-06 15:43:26.226992,1,0,0,0
2025-11-06 15:43:26.334471,1,0,0,0
2025-11-06 15:43:26.454847,1,0,0,0
2025-11-06 15:43:26.563348,0,0,0,0
2025-11-06 15:43:26.639879,1,0,0,0
2025-11-06 15:43:26.727410,1,0,0,0
2025-11-06 15:43:26.829598,1,0,0,0
2025-11-06 15:43:26.938607,1,0,0,0
2025-11-06 15:43:27.032137,0,0,0,0
2025-11-06 15:43:27.110699,0,0,0,0
2025-11-06 15:43:27.210896,0,0,0,0
2025-11-06 15:43:27.294394,0,0,0,0
2025-11-06 15:43:27.374526,0,0,0,0
2025-11-06 15:43:27.455069,0,0,0,0
2025-11-06 15:43:27.533305,1,0,0,0
2025-11-06 15:43:27.629833,1,0,0,0
2025-11-06 15:43:27.731725,1,0,0,0
2025-11-06 15:43:27.826390,1,0,0,0
2025-11-06 15:43:27.943827,0,0,0,0
2025-11-06 15:43:28.017531,0,0,0,0
2025-11-06 15:43:28.092272,0,0,0,0
2025-11-06 15:43:28.166357,0,0,0,0
2025-11-06 15:43:28.240835,0,0,0,0
2025-11-06 15:43:28.314978,0,0,0,0
2025-11-06 15:43:28.386640,0,0,0,0
2025-11-06 15:43:28.459619,0,0,0,0
2025-11-06 15:43:28.529609,0,0,0,0
2025-11-06 15:43:28.597920,0,0,0,0
2025-11-06 15:43:28.666839,0,0,0,0
2025-11-06 15:43:28.749283,0,0,0,0
2025-11-06 15:43:28.827936,0,0,0,0
2025-11-06 15:43:28.901784,0,0,0,0
2025-11-06 15:43:28.982836,0,0,0,0
2025-11-06 15:43:29.058056,0,0,0,0
2025-11-06 15:43:29.128968,0,0,0,0
2025-11-06 15:43:29.201859,0,0,0,0
2025-11-06 15:43:29.282374,0,0,0,0
2025-11-06 15:43:29.352789,0,0,0,0
2025-11-06 15:43:29.435553,0,0,0,0
2025-11-06 15:43:29.511142,0,0,0,0
2025-11-06 15:43:29.605981,0,0,0,0
2025-11-06 15:43:29.682769,0,0,0,0
2025-11-06 15:43:29.780175,0,0,0,0
2025-11-06 15:43:29.857205,0,0,0,0
2025-11-06 15:43:29.929545,0,0,0,0
2025-11-06 15:43:30.008314,0,0,0,0
2025-11-06 15:43:30.088007,0,0,0,0
2025-11-06 15:43:30.157766,0,0,0,0
2025-11-06 15:43:30.232951,0,0,0,0
2025-11-06 15:43:30.308693,0,0,0,0
2025-11-06 15:43:30.376441,0,0,0,0
2025-11-06 15:43:30.444791,0,0,0,0
2025-11-06 15:43:30.514551,0,0,0,0
2025-11-06 15:43:30.586228,0,0,0,0
2025-11-06 15:43:30.656685,0,0,0,0
2025-11-06 15:43:30.729778,0,0,0,0
2025-11-06 15:43:30.821771,0,0,0,0
2025-11-06 15:43:30.902321,0,0,0,0
2025-11-06 15:43:30.997493,0,0,0,0
